日期,星期,最高温度,最低温度,天气,风向
2019/8/2, 星期五 ,30℃,26℃,多云转雨,东风 2级
2019/8/3, 星期六 ,33℃,26℃,多云,东北风 2级
2019/8/4, 星期日 ,35℃,26℃,阴转多云,东风 2级
2019/8/5, 星期一 ,34℃,27℃,多云,东北风 2级
2019/8/6, 星期二 ,35℃,27℃,多云转雨,东北风 2级
2019/8/7, 星期三 ,36℃,26℃,晴,东北风 2级
2019/8/8, 星期四 ,36℃,27℃,多云,北风 2级
2019/8/9, 星期五 ,38℃,29℃,多云,西北风 2级
2019/8/10, 星期六 ,38℃,29℃,多云,西南风 3级
2019/8/11, 星期日 ,35℃,26℃,多云转雨,西南风 3级
2019/8/12, 星期一 ,36℃,28℃,阴转多云,西南风 2级
2019/8/13, 星期二 ,34℃,27℃,多云转雨,南风 1级
2019/8/14, 星期三 ,34℃,27℃,多云转雨,南风 2级
2019/8/15, 星期四 ,33℃,27℃,阴转雨,西南风 2级
2019/8/16, 星期五 ,33℃,26℃,多云,西南风 2级
2019/8/17, 星期六 ,36℃,25℃,阴转雨,西南风 2级
2019/8/18, 星期日 ,34℃,26℃,阴转雨,西南风 1级
2019/8/19, 星期一 ,32℃,26℃,多云转阴,东北风 2级
2019/8/20, 星期二 ,31℃,25℃,晴,东风 3级
2019/8/21, 星期三 ,34℃,25℃,多云转雨,东风 2级
2019/8/22, 星期四 ,34℃,26℃,多云转雨,东风 2级
2019/8/23, 星期五 ,34℃,26℃,晴,东北风 2级
2019/8/24, 星期六 ,37℃,27℃,小雨到中雨,东北风 4级
2019/8/25, 星期日 ,30℃,26℃,多云转雨,东南风 4级
2019/8/26, 星期一 ,33℃,27℃,晴,南风 2级
2019/8/27, 星期二 ,35℃,26℃,晴,南风 1级
2019/8/28, 星期三 ,36℃,27℃,晴转多云,东风 2级
2019/8/29, 星期四 ,34℃,27℃,多云转阴,南风 2级
2019/8/30, 星期五 ,31℃,26℃,多云转雨,东风 2级
2019/8/31, 星期六 ,32℃,26℃,多云,东北风 2级
2019/9/1, 星期日 ,35℃,26℃,多云转雨,东北风 2级
2019/9/2, 星期一 ,34℃,25℃,多云转雨,东北风 2级
2019/9/3, 星期二 ,34℃,26℃,多云,东北风 2级
2019/9/4, 星期三 ,32℃,26℃,阴,东北风 2级
2019/9/5, 星期四 ,31℃,26℃,多云,东北风 2级
2019/9/6, 星期五 ,33℃,24℃,中雨转雨,西南风 2级
2019/9/7, 星期六 ,33℃,26℃,晴,西南风 1级
2019/9/8, 星期日 ,34℃,25℃,多云转雨,南风 1级
2019/9/9, 星期一 ,33℃,26℃,多云转晴,东南风 1级
2019/9/10, 星期二 ,34℃,26℃,多云转雨,东南风 2级
2019/9/11, 星期三 ,35℃,26℃,晴,东北风 2级
2019/9/12, 星期四 ,35℃,26℃,晴转多云,东北风 2级
2019/9/13, 星期五 ,35℃,26℃,晴,东风 2级
2019/9/14, 星期六 ,34℃,26℃,多云转晴,东风 2级
2019/9/15, 星期日 ,34℃,26℃,晴,东北风 2级
2019/9/16, 星期一 ,34℃,25℃,晴转多云,东北风 2级
2019/9/17, 星期二 ,33℃,25℃,晴,东北风 3级
2019/9/18, 星期三 ,34℃,24℃,晴转多云,东北风 3级
2019/9/19, 星期四 ,32℃,24℃,晴转多云,东北风 3级
2019/9/20, 星期五 ,33℃,21℃,晴,东北风 2级
2019/9/21, 星期六 ,34℃,23℃,晴转多云,西北风 2级
2019/9/22, 星期日 ,33℃,22℃,晴转多云,北风 2级
2019/9/23, 星期一 ,32℃,23℃,晴,东北风 2级
2019/9/24, 星期二 ,31℃,22℃,晴,东北风 4级
2019/9/25, 星期三 ,32℃,21℃,晴,东北风 2级
2019/9/26, 星期四 ,32℃,21℃,晴,东北风 2级
2019/9/27, 星期五 ,33℃,22℃,晴转多云,东北风 2级
2019/9/28, 星期六 ,33℃,23℃,晴,东北风 2级
2019/9/29, 星期日 ,33℃,24℃,晴,东北风 2级
2019/9/30, 星期一 ,35℃,25℃,多云,北风 3级
2019/10/1, 星期二 ,37℃,26℃,晴,西风 2级
2019/10/2, 星期三 ,35℃,25℃,晴,西南风 2级
2019/10/3, 星期四 ,34℃,25℃,晴,东风 2级
2019/10/4, 星期五 ,33℃,25℃,晴转雨,东南风 1级
2019/10/5, 星期六 ,33℃,25℃,晴,东风 2级
2019/10/6, 星期日 ,31℃,24℃,晴,东北风 3级
2019/10/7, 星期一 ,32℃,23℃,晴,东北风 2级
2019/10/8, 星期二 ,32℃,24℃,晴,东北风 3级
2019/10/9, 星期三 ,31℃,24℃,多云转晴,东北风 3级
2019/10/10, 星期四 ,30℃,23℃,晴,东风 2级
2019/10/11, 星期五 ,30℃,24℃,晴转雨,东风 2级
2019/10/12, 星期六 ,32℃,24℃,多云转雨,东风 2级
2019/10/13, 星期日 ,29℃,24℃,多云转雨,东北风 3级
2019/10/14, 星期一 ,28℃,22℃,晴转风,东北风 5级
2019/10/15, 星期二 ,28℃,21℃,晴,东北风 4级
2019/10/16, 星期三 ,29℃,20℃,晴,东北风 3级
2019/10/17, 星期四 ,31℃,20℃,晴,东北风 3级
2019/10/18, 星期五 ,30℃,21℃,晴,东北风 2级
2019/10/19, 星期六 ,30℃,21℃,晴,东北风 3级
2019/10/20, 星期日 ,29℃,19℃,晴,东北风 2级
2019/10/21, 星期一 ,28℃,18℃,晴,东北风 2级
2019/10/22, 星期二 ,28℃,17℃,晴,东北风 2级
2019/10/23, 星期三 ,27℃,19℃,晴转多云,东北风 3级
2019/10/24, 星期四 ,30℃,22℃,多云,东北风 2级
2019/10/25, 星期五 ,28℃,21℃,阴转多云,东北风 2级
2019/10/26, 星期六 ,27℃,22℃,多云,东北风 3级
2019/10/27, 星期日 ,27℃,21℃,多云,东北风 2级
2019/10/28, 星期一 ,27℃,21℃,多云,东风 2级
2019/10/29, 星期二 ,29℃,20℃,晴转多云,东北风 2级
2019/10/30, 星期三 ,28℃,18℃,晴转多云,东北风 3级
2019/10/31, 星期四 ,29℃,19℃,多云,东北风 2级
2019/11/1, 星期五 ,30℃,21℃,多云,东北风 2级
2019/11/2, 星期六 ,28℃,21℃,晴转多云,东北风 2级
2019/11/3, 星期日 ,29℃,20℃,晴转多云,东北风 2级
2019/11/4, 星期一 ,29℃,19℃,晴,东北风 3级
2019/11/5, 星期二 ,28℃,18℃,晴,东北风 3级
2019/11/6, 星期三 ,27℃,17℃,晴转多云,东北风 2级
2019/11/7, 星期四 ,28℃,18℃,晴,东北风 2级
2019/11/8, 星期五 ,27℃,18℃,晴转多云,东北风 3级
2019/11/9, 星期六 ,25℃,17℃,晴,东北风 3级
2019/11/10, 星期日 ,26℃,15℃,晴,东北风 2级
2019/11/11, 星期一 ,26℃,16℃,晴,东风 2级
2019/11/12, 星期二 ,27℃,17℃,晴,东北风 2级
2019/11/13, 星期三 ,28℃,17℃,晴,东北风 2级
2019/11/14, 星期四 ,26℃,17℃,多云,东北风 3级
2019/11/15, 星期五 ,25℃,15℃,晴,东北风 2级
2019/11/16, 星期六 ,27℃,15℃,晴,东北风 2级
2019/11/17, 星期日 ,28℃,17℃,晴,西风 2级
2019/11/18, 星期一 ,28℃,17℃,晴转多云,东北风 3级
2019/11/19, 星期二 ,23℃,15℃,晴,东北风 4级
2019/11/20, 星期三 ,23℃,15℃,晴,东北风 3级
2019/11/21, 星期四 ,26℃,16℃,晴,北风 2级
2019/11/22, 星期五 ,27℃,19℃,晴转多云,东北风 2级
2019/11/23, 星期六 ,26℃,19℃,晴转多云,东风 2级
2019/11/24, 星期日 ,28℃,19℃,晴,东北风 2级
2019/11/25, 星期一 ,25℃,17℃,晴转多云,东北风 3级
2019/11/26, 星期二 ,24℃,16℃,多云,东北风 3级
2019/11/27, 星期三 ,25℃,17℃,阴转多云,东北风 2级
2019/11/28, 星期四 ,21℃,15℃,多云,东北风 3级
2019/11/29, 星期五 ,21℃,14℃,晴转多云,东北风 3级
2019/11/30, 星期六 ,23℃,16℃,晴,北风 1级
2019/12/1, 星期日 ,25℃,16℃,晴,北风 2级
2019/12/2, 星期一 ,20℃,14℃,晴转多云,东北风 3级
2019/12/3, 星期二 ,19℃,11℃,晴转多云,东北风 3级
2019/12/4, 星期三 ,20℃,11℃,阴转雨,东北风 3级
2019/12/5, 星期四 ,16℃,11℃,阴转雨,北风 3级
2019/12/6, 星期五 ,15℃,11℃,多云,北风 2级
2019/12/7, 星期六 ,18℃,10℃,晴,东北风 3级
2019/12/8, 星期日 ,19℃,8℃,多云,东北风 3级
2019/12/9, 星期一 ,20℃,11℃,多云,东北风 2级
2019/12/10, 星期二 ,23℃,13℃,晴,北风 2级
2019/12/11, 星期三 ,24℃,14℃,晴,东北风 2级
2019/12/12, 星期四 ,21℃,12℃,晴,东北风 3级
2019/12/13, 星期五 ,23℃,12℃,晴,东北风 2级
2019/12/14, 星期六 ,24℃,13℃,晴,东北风 2级
2019/12/15, 星期日 ,25℃,14℃,晴,东北风 2级
2019/12/16, 星期一 ,26℃,15℃,晴,东风 1级
2019/12/17, 星期二 ,28℃,16℃,晴,南风 1级
2019/12/18, 星期三 ,22℃,17℃,多云,东风 2级
2019/12/19, 星期四 ,22℃,16℃,多云,东风 2级
2019/12/20, 星期五 ,21℃,15℃,阴,东北风 3级
2019/12/21, 星期六 ,23℃,16℃,晴转多云,东风 1级
2019/12/22, 星期日 ,25℃,16℃,多云,东南风 1级
2019/12/23, 星期一 ,23℃,16℃,晴,东风 2级
2019/12/24, 星期二 ,24℃,16℃,晴转多云,东风 2级
2019/12/25, 星期三 ,24℃,17℃,小雨转多云,东风 2级
2019/12/26, 星期四 ,24℃,16℃,多云,东风 2级
2019/12/27, 星期五 ,20℃,10℃,晴,东北风 3级
2019/12/28, 星期六 ,22℃,10℃,多云,东北风 2级
2019/12/29, 星期日 ,21℃,12℃,多云转雨,东北风 1级
2019/12/30, 星期一 ,22℃,16℃,多云,东北风 1级
2019/12/31, 星期二 ,19℃,12℃,晴,东北风 3级
2020/1/1, 星期三 ,20℃,11℃,晴,东北风 2级
2020/1/2, 星期四 ,22℃,11℃,晴,东风 2级
2020/1/3, 星期五 ,24℃,14℃,晴转多云,东风 2级
2020/1/4, 星期六 ,24℃,15℃,阴,东风 2级
2020/1/5, 星期日 ,22℃,15℃,多云,东北风 2级
2020/1/6, 星期一 ,25℃,16℃,晴,南风 1级
2020/1/7, 星期二 ,27℃,16℃,晴,西南风 2级
2020/1/8, 星期三 ,23℃,12℃,晴,东北风 2级
2020/1/9, 星期四 ,21℃,11℃,多云转晴,东北风 2级
2020/1/10, 星期五 ,23℃,14℃,多云,东风 2级
2020/1/11, 星期六 ,24℃,15℃,多云,东南风 2级
2020/1/12, 星期日 ,18℃,11℃,多云,东风 2级
2020/1/13, 星期一 ,20℃,11℃,晴,东北风 3级
2020/1/14, 星期二 ,21℃,12℃,多云,东风 2级
2020/1/15, 星期三 ,20℃,10℃,多云,东北风 3级
2020/1/16, 星期四 ,21℃,13℃,多云,东风 2级
2020/1/17, 星期五 ,20℃,12℃,多云转阴,东风 2级
2020/1/18, 星期六 ,18℃,12℃,多云,东风 3级
2020/1/19, 星期日 ,20℃,12℃,晴转多云,东风 2级
2020/1/20, 星期一 ,21℃,12℃,晴转多云,东风 2级
2020/1/21, 星期二 ,20℃,11℃,阴,东风 2级
2020/1/22, 星期三 ,22℃,12℃,阴转多云,西南风 1级
2020/1/23, 星期四 ,24℃,18℃,多云,东南风 2级
2020/1/24, 星期五 ,22℃,17℃,阴,东风 2级
2020/1/25, 星期六 ,20℃,16℃,小雨到中雨,东风 2级
2020/1/26, 星期日 ,20℃,13℃,晴,北风 1级
2020/1/27, 星期一 ,18℃,11℃,多云,北风 2级
2020/1/28, 星期二 ,16℃,11℃,晴转多云,东北风 2级
2020/1/29, 星期三 ,17℃,8℃,晴,东北风 2级
2020/1/30, 星期四 ,17℃,7℃,晴,北风 2级
2020/1/31, 星期五 ,17℃,7℃,晴,东北风 2级
2020/2/1, 星期六 ,17℃,7℃,晴,东北风 2级
2020/2/2, 星期日 ,17℃,6℃,晴转多云,东北风 2级
2020/2/3, 星期一 ,19℃,11℃,阴转雨,东北风 2级
2020/2/4, 星期二 ,16℃,12℃,阴,东北风 1级
2020/2/5, 星期三 ,19℃,12℃,晴,东北风 3级
2020/2/6, 星期四 ,19℃,11℃,阴转雨,东北风 2级
2020/2/7, 星期五 ,18℃,13℃,多云,东风 2级
2020/2/8, 星期六 ,18℃,11℃,多云,东北风 3级
2020/2/9, 星期日 ,18℃,9℃,晴,东北风 3级
2020/2/10, 星期一 ,19℃,8℃,阴转多云,东风 2级
2020/2/11, 星期二 ,20℃,12℃,多云,东南风 1级
2020/2/12, 星期三 ,22℃,15℃,多云转晴,西南风 2级
2020/2/13, 星期四 ,21℃,17℃,阴,东南风 1级
2020/2/14, 星期五 ,22℃,17℃,阴转雨,东北风 1级
2020/2/15, 星期六 ,23℃,17℃,阴转雨,东南风 2级
2020/2/16, 星期日 ,18℃,9℃,多云,东北风 2级
2020/2/17, 星期一 ,16℃,7℃,晴,东北风 2级
2020/2/18, 星期二 ,16℃,6℃,晴,东北风 3级
2020/2/19, 星期三 ,19℃,6℃,晴,东风 2级
2020/2/20, 星期四 ,22℃,7℃,晴,东北风 2级
2020/2/21, 星期五 ,24℃,12℃,晴,东风 2级
2020/2/22, 星期六 ,24℃,12℃,晴,东风 2级
2020/2/23, 星期日 ,23℃,12℃,晴,东风 2级
2020/2/24, 星期一 ,25℃,14℃,晴,东南风 1级
2020/2/25, 星期二 ,27℃,15℃,晴,西南风 1级
2020/2/26, 星期三 ,27℃,15℃,多云,东风 2级
2020/2/27, 星期四 ,23℃,16℃,多云,东风 3级
2020/2/28, 星期五 ,25℃,14℃,阴,东南风 1级
2020/2/29, 星期六 ,25℃,15℃,晴,南风 2级
2020/3/1, 星期日 ,25℃,17℃,多云,东风 1级
2020/3/2, 星期一 ,20℃,14℃,晴转多云,东风 3级
2020/3/3, 星期二 ,22℃,12℃,多云,东风 2级
2020/3/4, 星期三 ,17℃,12℃,小雨到中雨,东风 2级
2020/3/5, 星期四 ,19℃,11℃,晴,东北风 3级
2020/3/6, 星期五 ,21℃,11℃,多云转晴,东风 2级
2020/3/7, 星期六 ,24℃,14℃,多云,西南风 1级
2020/3/8, 星期日 ,20℃,17℃,多云,东风 2级
2020/3/9, 星期一 ,24℃,17℃,阴转多云,南风 2级
2020/3/10, 星期二 ,23℃,16℃,多云,东北风 2级
2020/3/11, 星期三 ,21℃,14℃,小雨转雨,东风 3级
2020/3/12, 星期四 ,18℃,14℃,多云转雨,东北风 1级
2020/3/13, 星期五 ,24℃,15℃,小雨到中雨,东南风 2级
2020/3/14, 星期六 ,19℃,15℃,多云,东风 3级
2020/3/15, 星期日 ,22℃,13℃,晴,东风 2级
2020/3/16, 星期一 ,23℃,12℃,多云,东北风 2级
2020/3/17, 星期二 ,23℃,13℃,阴,东南风 1级
2020/3/18, 星期三 ,21℃,16℃,多云转雨,南风 1级
2020/3/19, 星期四 ,23℃,17℃,阴,西北风 1级
2020/3/20, 星期五 ,23℃,18℃,阴,东风 2级
2020/3/21, 星期六 ,26℃,16℃,多云,南风 1级
2020/3/22, 星期日 ,29℃,18℃,多云,西南风 2级
2020/3/23, 星期一 ,25℃,16℃,多云,东风 2级
2020/3/24, 星期二 ,24℃,16℃,晴转多云,东风 2级
2020/3/25, 星期三 ,26℃,17℃,阴转多云,东南风 1级
2020/3/26, 星期四 ,25℃,19℃,晴,南风 2级
2020/3/27, 星期五 ,29℃,21℃,多云转雨,东南风 2级
2020/3/28, 星期六 ,21℃,13℃,多云,东风 3级
2020/3/29, 星期日 ,20℃,13℃,多云,东风 3级
2020/3/30, 星期一 ,18℃,13℃,阴转雨,东风 2级
2020/3/31, 星期二 ,20℃,15℃,多云,东风 2级
2020/4/1, 星期三 ,24℃,16℃,阴,东风 2级
2020/4/2, 星期四 ,19℃,16℃,阴,东风 2级
2020/4/3, 星期五 ,19℃,16℃,阴转雨,东风 2级
2020/4/4, 星期六 ,21℃,15℃,阴,东风 2级
2020/4/5, 星期日 ,17℃,14℃,多云,东北风 3级
2020/4/6, 星期一 ,19℃,13℃,小雨到中雨,北风 2级
2020/4/7, 星期二 ,22℃,13℃,晴转多云,东风 2级
2020/4/8, 星期三 ,23℃,12℃,多云,东风 2级
2020/4/9, 星期四 ,24℃,11℃,晴,东风 2级
2020/4/10, 星期五 ,25℃,12℃,晴,东风 2级
2020/4/11, 星期六 ,23℃,14℃,多云,西风 1级
2020/4/12, 星期日 ,22℃,13℃,晴转多云,北风 2级
2020/4/13, 星期一 ,24℃,11℃,多云,东北风 2级
2020/4/14, 星期二 ,20℃,14℃,多云,东风 3级
2020/4/15, 星期三 ,26℃,12℃,晴转多云,南风 1级
2020/4/16, 星期四 ,27℃,16℃,晴,东南风 2级
2020/4/17, 星期五 ,29℃,18℃,晴,西南风 2级
2020/4/18, 星期六 ,27℃,18℃,阴,南风 2级
2020/4/19, 星期日 ,29℃,20℃,多云,南风 2级
2020/4/20, 星期一 ,28℃,20℃,多云,东风 2级
2020/4/21, 星期二 ,27℃,17℃,多云转雨,东风 2级
2020/4/22, 星期三 ,22℃,15℃,小雨到中雨,东北风 3级
2020/4/23, 星期四 ,21℃,15℃,阴,东北风 3级
2020/4/24, 星期五 ,24℃,15℃,晴转多云,东北风 2级
2020/4/25, 星期六 ,26℃,15℃,阴,东风 2级
2020/4/26, 星期日 ,28℃,17℃,多云转阴,东风 1级
2020/4/27, 星期一 ,30℃,18℃,多云,东风 2级
2020/4/28, 星期二 ,30℃,15℃,晴转多云,东北风 3级
2020/4/29, 星期三 ,30℃,16℃,晴转多云,东风 2级
2020/4/30, 星期四 ,31℃,16℃,多云,东南风 1级
2020/5/1, 星期五 ,30℃,19℃,小雨转阴,东南风 1级
2020/5/2, 星期六 ,31℃,22℃,多云,南风 2级
2020/5/3, 星期日 ,33℃,22℃,多云,南风 2级
2020/5/4, 星期一 ,34℃,22℃,多云,南风 2级
2020/5/5, 星期二 ,34℃,23℃,晴转雨,南风 2级
2020/5/6, 星期三 ,34℃,22℃,阴转雨,东风 2级
2020/5/7, 星期四 ,29℃,23℃,多云,东风 2级
2020/5/8, 星期五 ,31℃,24℃,多云,南风 2级
2020/5/9, 星期六 ,34℃,24℃,多云,南风 2级
2020/5/10, 星期日 ,36℃,23℃,阴转雨,东南风 2级
2020/5/11, 星期一 ,28℃,22℃,多云转雨,东风 2级
2020/5/12, 星期二 ,29℃,22℃,多云,东南风 2级
2020/5/13, 星期三 ,31℃,21℃,多云,东北风 3级
2020/5/14, 星期四 ,30℃,20℃,多云,南风 2级
2020/5/15, 星期五 ,32℃,22℃,多云,南风 2级
2020/5/16, 星期六 ,33℃,23℃,晴转雨,南风 2级
2020/5/17, 星期日 ,33℃,24℃,阴转雨,西南风 2级
2020/5/18, 星期一 ,29℃,23℃,阴,西南风 2级
2020/5/19, 星期二 ,30℃,23℃,阴,东风 2级
2020/5/20, 星期三 ,29℃,23℃,多云转雨,东风 2级
2020/5/21, 星期四 ,26℃,21℃,阴转雨,东北风 2级
2020/5/22, 星期五 ,25℃,21℃,阴,东北风 2级
2020/5/23, 星期六 ,28℃,22℃,多云,东风 1级
2020/5/24, 星期日 ,31℃,22℃,晴转多云,东南风 1级
2020/5/25, 星期一 ,31℃,23℃,多云转雨,东南风 2级
2020/5/26, 星期二 ,29℃,24℃,阴,南风 1级
2020/5/27, 星期三 ,29℃,21℃,阴,东风 2级
2020/5/28, 星期四 ,28℃,22℃,阴,东风 2级
2020/5/29, 星期五 ,29℃,23℃,阴转雨,东风 2级
2020/5/30, 星期六 ,30℃,24℃,阴,西南风 2级
2020/5/31, 星期日 ,30℃,24℃,多云转雨,西南风 2级
2020/6/1, 星期一 ,31℃,24℃,阴,南风 2级
2020/6/2, 星期二 ,32℃,24℃,多云,南风 2级
2020/6/3, 星期三 ,32℃,25℃,阴,西南风 2级
2020/6/4, 星期四 ,33℃,25℃,多云转多云,西南风 2级
2020/6/5, 星期五 ,32℃,25℃,多云转阴,西南风 2级
2020/6/6, 星期六 ,29℃,25℃,多云,西南风 2级
2020/6/7, 星期日 ,28℃,24℃,阴,南风 2级
2020/6/8, 星期一 ,28℃,24℃,多云,南风 2级
2020/6/9, 星期二 ,28℃,24℃,多云,西南风 2级
2020/6/10, 星期三 ,31℃,24℃,小雨,西南风 1级
2020/6/11, 星期四 ,32℃,26℃,晴,西南风 2级
2020/6/12, 星期五 ,34℃,26℃,晴,西南风 2级
2020/6/13, 星期六 ,33℃,26℃,晴,南风 2级
2020/6/14, 星期日 ,32℃,26℃,小雨,南风 2级
2020/6/15, 星期一 ,32℃,25℃,晴,西南风 3级
2020/6/16, 星期二 ,35℃,25℃,晴,西南风 2级
2020/6/17, 星期三 ,35℃,25℃,多云,西南风 2级
2020/6/18, 星期四 ,36℃,26℃,多云,西南风 2级
2020/6/19, 星期五 ,36℃,26℃,多云,西南风 2级
2020/6/20, 星期六 ,37℃,27℃,多云,南风 2级
2020/6/21, 星期日 ,37℃,26℃,多云,西南风 2级
2020/6/22, 星期一 ,37℃,27℃,阴,西南风 2级
2020/6/23, 星期二 ,38℃,27℃,多云,南风 2级
2020/6/24, 星期三 ,37℃,27℃,晴,南风 2级
2020/6/25, 星期四 ,35℃,26℃,多云,南风 2级
2020/6/26, 星期五 ,34℃,26℃,阴,南风 2级
2020/6/27, 星期六 ,36℃,27℃,多云,南风 2级
2020/6/28, 星期日 ,37℃,26℃,多云,南风 2级
2020/6/29, 星期一 ,36℃,26℃,多云,南风 2级
2020/6/30, 星期二 ,33℃,26℃,多云,南风 3级
2020/7/1, 星期三 ,34℃,26℃,阴,南风 2级
2020/7/2, 星期四 ,31℃,26℃,多云,南风 2级
2020/7/3, 星期五 ,34℃,26℃,多云,南风 2级
2020/7/4, 星期六 ,35℃,26℃,多云,西南风 2级
2020/7/5, 星期日 ,35℃,26℃,多云,西南风 2级
2020/7/6, 星期一 ,35℃,27℃,多云,南风 2级
2020/7/7, 星期二 ,35℃,27℃,多云,西南风 2级
2020/7/8, 星期三 ,34℃,27℃,多云,西南风 2级
2020/7/9, 星期四 ,34℃,27℃,阴,西南风 2级
2020/7/10, 星期五 ,34℃,27℃,多云,南风 3级
2020/7/11, 星期六 ,36℃,26℃,多云,南风 2级
2020/7/12, 星期日 ,36℃,27℃,多云,南风 2级
2020/7/13, 星期一 ,38℃,26℃,多云,南风 2级
2020/7/14, 星期二 ,37℃,27℃,多云,东南风 2级
2020/7/15, 星期三 ,36℃,26℃,阴,东南风 2级
2020/7/16, 星期四 ,36℃,27℃,多云,南风 2级
2020/7/17, 星期五 ,35℃,27℃,多云,南风 2级
2020/7/18, 星期六 ,35℃,27℃,多云,南风 2级
2020/7/19, 星期日 ,36℃,27℃,多云,南风 2级
2020/7/20, 星期一 ,36℃,26℃,多云,南风 2级
2020/7/21, 星期二 ,36℃,27℃,晴,南风 2级
2020/7/22, 星期三 ,36℃,26℃,多云,南风 2级
2020/7/23, 星期四 ,37℃,26℃,多云,南风 2级
2020/7/24, 星期五 ,36℃,27℃,多云,南风 2级
2020/7/25, 星期六 ,35℃,27℃,多云,南风 1级
2020/7/26, 星期日 ,34℃,26℃,多云,南风 2级
2020/7/27, 星期一 ,36℃,27℃,多云,南风 2级
2020/7/28, 星期二 ,35℃,27℃,多云,东南风 2级
2020/7/29, 星期三 ,34℃,26℃,多云,东风 2级
2020/7/30, 星期四 ,36℃,26℃,多云,东北风 2级
2020/7/31, 星期五 ,35℃,26℃,多云,东北风 2级
2020/8/1, 星期六 ,34℃,26℃,多云,南风 1级
2020/8/2, 星期日 ,35℃,26℃,多云,东南风 2级
2020/8/3, 星期一 ,32℃,26℃,多云,东南风 2级
2020/8/4, 星期二 ,30℃,25℃,阴,南风 2级
2020/8/5, 星期三 ,32℃,26℃,多云,西南风 2级
2020/8/6, 星期四 ,34℃,26℃,多云,西南风 2级
2020/8/7, 星期五 ,36℃,26℃,多云,西南风 2级
2020/8/8, 星期六 ,36℃,26℃,多云,西南风 2级
